ExportDate	StudioVersionRec	StudioProjectName	StudioTestName	ParticipantName	RecordingName	RecordingDate	RecordingDuration	RecordingResolution	FixationFilter	MediaName	MediaPosX (ADCSpx)	MediaPosY (ADCSpx)	MediaWidth	MediaHeight	SegmentName	SegmentStart	SegmentEnd	SegmentDuration	SceneName	SceneSegmentStart	SceneSegmentEnd	SceneSegmentDuration	RecordingTimestamp	LocalTimeStamp	EyeTrackerTimestamp	MouseEventIndex	MouseEvent	MouseEventX (ADCSpx)	MouseEventY (ADCSpx)	MouseEventX (MCSpx)	MouseEventY (MCSpx)	KeyPressEventIndex	KeyPressEvent	StudioEventIndex	StudioEvent	StudioEventData	ExternalEventIndex	ExternalEvent	ExternalEventValue	EventMarkerValue	FixationIndex	SaccadeIndex	GazeEventType	GazeEventDuration	FixationPointX (MCSpx)	FixationPointY (MCSpx)	AOI[header]Hit	AOI[top_menu]Hit	AOI[image]Hit	AOI[info1]Hit	AOI[info2]Hit	AOI[Rectangle 8]Hit	AOI[Rectangle 10]Hit	AOI[Rectangle 11]Hit	AOI[Rectangle 12]Hit	AOI[Rectangle 13]Hit	AOI[Rectangle 14]Hit	GazePointIndex	GazePointLeftX (ADCSpx)	GazePointLeftY (ADCSpx)	GazePointRightX (ADCSpx)	GazePointRightY (ADCSpx)	GazePointX (ADCSpx)	GazePointY (ADCSpx)	GazePointX (MCSpx)	GazePointY (MCSpx)	GazePointLeftX (ADCSmm)	GazePointLeftY (ADCSmm)	GazePointRightX (ADCSmm)	GazePointRightY (ADCSmm)	StrictAverageGazePointX (ADCSmm)	StrictAverageGazePointY (ADCSmm)	EyePosLeftX (ADCSmm)	EyePosLeftY (ADCSmm)	EyePosLeftZ (ADCSmm)	EyePosRightX (ADCSmm)	EyePosRightY (ADCSmm)	EyePosRightZ (ADCSmm)	CamLeftX	CamLeftY	CamRightX	CamRightY	DistanceLeft	DistanceRight	PupilLeft	PupilRight	ValidityLeft	ValidityRight	IRMarkerCount	IRMarkerID	PupilGlassesRight	
23/09/2017	3.4.4	ontozur_beh_2	New test	tester07	tester07	07/04/2017	2917448	1920 x 1200	I-VT filter	https://www.zlavadna.sk/zlava_197667_nezabudnutelny-splav-dravej-rieky-bela-s-hd-videom-z-raftu (1888x4649)	7	87	1888	4649									1093683	16:06:23.752	1491572969103890																1		Fixation	217	673	163												35	666	249	700	230	683	239	676	152	183.30	261.71	192.51	266.88	187.91	264.30	207.59	172.56	612.04	270.28	169.69	612.23					625.69	625.69	2.83	2.75	0	0				
23/09/2017	3.4.4	ontozur_beh_2	New test	tester07	tester07	07/04/2017	2917448	1920 x 1200	I-VT filter	https://www.zlavadna.sk/zlava_197667_nezabudnutelny-splav-dravej-rieky-bela-s-hd-videom-z-raftu (1888x4649)	7	87	1888	4649									1093983	16:06:24.052	1491572969403933																2		Fixation	217	1288	91												53	1266	200	1320	155	1293	177	1286	90	348.13	275.31	363.11	287.59	355.62	281.45	207.64	174.27	612.48	270.39	171.93	613.40					626.60	626.60	2.85	2.75	0	0				
23/09/2017	3.4.4	ontozur_beh_2	New test	tester07	tester07	07/04/2017	2917448	1920 x 1200	I-VT filter	https://www.zlavadna.sk/zlava_197667_nezabudnutelny-splav-dravej-rieky-bela-s-hd-videom-z-raftu (1888x4649)	7	87	1888	4649									1094233	16:06:24.302	1491572969653982																3		Fixation	67	1125	300												68	1107	390	1151	383	1129	386	1122	299	304.33	222.93	316.44	224.97	310.39	223.95	207.00	173.32	609.51	269.65	171.00	610.53					623.56	623.56	2.87	2.80	0	0				
23/09/2017	3.4.4	ontozur_beh_2	New test	tester07	tester07	07/04/2017	2917448	1920 x 1200	I-VT filter	https://www.zlavadna.sk/zlava_197667_nezabudnutelny-splav-dravej-rieky-bela-s-hd-videom-z-raftu (1888x4649)	7	87	1888	4649									1094483	16:06:24.552	1491572969903882																4		Fixation	233	446	54												83	428	142	476	125	452	133	445	46	117.74	291.34	130.90	295.91	124.32	293.62	204.44	173.06	607.43	267.13	171.06	607.86					621.75	621.75	2.92	2.89	0	0				
23/09/2017	3.4.4	ontozur_beh_2	New test	tester07	tester07	07/04/2017	2917448	1920 x 1200	I-VT filter	https://www.zlavadna.sk/zlava_197667_nezabudnutelny-splav-dravej-rieky-bela-s-hd-videom-z-raftu (1888x4649)	7	87	1888	4649									1107204	16:06:37.273	1491572982625315																5		Fixation	137	1353	927												852																			-8.38										4	4				
23/09/2017	3.4.4	ontozur_beh_2	New test	tester07	tester07	07/04/2017	2917448	1920 x 1200	I-VT filter	https://www.zlavadna.sk/zlava_197667_nezabudnutelny-splav-dravej-rieky-bela-s-hd-videom-z-raftu (1888x4649)	7	87	1888	4649									1107441	16:06:37.510	1491572982862200																6		Fixation	150	1350	821												866			1366	912	1366	912	1359	825			375.78	79.25						268.28	162.05	605.72						0.00		2.55	4	0				
23/09/2017	3.4.4	ontozur_beh_2	New test	tester07	tester07	07/04/2017	2917448	1920 x 1200	I-VT filter	https://www.zlavadna.sk/zlava_197667_nezabudnutelny-splav-dravej-rieky-bela-s-hd-videom-z-raftu (1888x4649)	7	87	1888	4649									1107708	16:06:37.777	1491572983129527																7		Fixation	200	1401	906												882	1414	990	1393	1009	1403	999	1396	912	388.76	57.92	383.25	52.57	386.01	55.25	207.58	165.41	607.77	270.39	164.04	610.79					619.58	619.58	2.56	2.55	0	0				
23/09/2017	3.4.4	ontozur_beh_2	New test	tester07	tester07	07/04/2017	2917448	1920 x 1200	I-VT filter	https://www.zlavadna.sk/zlava_197667_nezabudnutelny-splav-dravej-rieky-bela-s-hd-videom-z-raftu (1888x4649)	7	87	1888	4649									1107925	16:06:37.994	1491572983346231																8		Fixation	350	1361	975												895	1365	1058	1386	1062	1375	1060	1368	973	375.46	39.07	381.10	38.11	378.28	38.59	210.05	165.02	606.59	272.73	163.20	611.16					618.12	618.12	2.63	2.62	0	0				
23/09/2017	3.4.4	ontozur_beh_2	New test	tester07	tester07	07/04/2017	2917448	1920 x 1200	I-VT filter	https://www.zlavadna.sk/zlava_197667_nezabudnutelny-splav-dravej-rieky-bela-s-hd-videom-z-raftu (1888x4649)	7	87	1888	4649									1108341	16:06:38.411	1491572983762648																9		Fixation	150	602	927												920			613	1011	613	1011	606	924			168.68	52.00						270.86	161.86	607.75						0.00		2.77	4	0				
23/09/2017	3.4.4	ontozur_beh_2	New test	tester07	tester07	07/04/2017	2917448	1920 x 1200	I-VT filter	https://www.zlavadna.sk/zlava_197667_nezabudnutelny-splav-dravej-rieky-bela-s-hd-videom-z-raftu (1888x4649)	7	-483	1888	4649									1108558	16:06:38.627	1491572983979276																10		Fixation	83	596	1408												933	580	919	624	945	602	932	595	1415	159.61	77.41	171.61	70.27	165.61	73.84	207.06	164.99	602.90	269.82	163.36	606.33					614.86	614.86	2.70	2.74	0	0				
23/09/2017	3.4.4	ontozur_beh_2	New test	tester07	tester07	07/04/2017	2917448	1920 x 1200	I-VT filter	https://www.zlavadna.sk/zlava_197667_nezabudnutelny-splav-dravej-rieky-bela-s-hd-videom-z-raftu (1888x4649)	7	-483	1888	4649									1108808	16:06:38.877	1491572984229371																11		Fixation	167	672	1094												948	684	589	703	624	693	606	686	1089	188.01	168.27	193.22	158.68	190.62	163.47	206.15	166.60	603.57	268.79	164.72	606.69					616.04	616.04	2.72	2.72	0	0				
23/09/2017	3.4.4	ontozur_beh_2	New test	tester07	tester07	07/04/2017	2917448	1920 x 1200	I-VT filter	https://www.zlavadna.sk/zlava_197667_nezabudnutelny-splav-dravej-rieky-bela-s-hd-videom-z-raftu (1888x4649)	7	-483	1888	4649									1109058	16:06:39.127	1491572984479313																12		Fixation	250	1296	1174												963	1294	678	1326	692	1310	685	1303	1168	355.96	143.58	364.80	139.69	360.38	141.63	207.58	167.50	604.94	270.25	165.68	608.31					617.47	617.47	2.71	2.65	0	0				
23/09/2017	3.4.4	ontozur_beh_2	New test	tester07	tester07	07/04/2017	2917448	1920 x 1200	I-VT filter	https://www.zlavadna.sk/zlava_197667_nezabudnutelny-splav-dravej-rieky-bela-s-hd-videom-z-raftu (1888x4649)	7	-483	1888	4649									1109408	16:06:39.477	1491572984829472																13		Fixation	150	517	940												984			544	461	544	461	537	944			149.72	203.39						267.94	166.28	608.21						0.00		2.84	4	0				
23/09/2017	3.4.4	ontozur_beh_2	New test	tester07	tester07	07/04/2017	2917448	1920 x 1200	I-VT filter	https://www.zlavadna.sk/zlava_197667_nezabudnutelny-splav-dravej-rieky-bela-s-hd-videom-z-raftu (1888x4649)	7	-483	1888	4649									1109658	16:06:39.727	1491572985079499																14		Fixation	233	436	955												999	436	464	439	472	437	468	430	951	119.83	202.48	120.70	200.29	120.26	201.38	203.91	167.41	607.50	266.66	165.69	608.71					620.23	620.23	2.84	2.84	0	0				
23/09/2017	3.4.4	ontozur_beh_2	New test	tester07	tester07	07/04/2017	2917448	1920 x 1200	I-VT filter	https://www.zlavadna.sk/zlava_197667_nezabudnutelny-splav-dravej-rieky-bela-s-hd-videom-z-raftu (1888x4649)	7	-483	1888	4649									1109941	16:06:40.011	1491572985362769																15		Fixation	283	657	979												1016	655	479	677	517	666	498	659	981	180.08	198.48	186.20	187.99	183.14	193.24	204.08	167.10	605.76	266.85	165.44	607.25					618.48	618.48	2.82	2.82	0	0				
23/09/2017	3.4.4	ontozur_beh_2	New test	tester07	tester07	07/04/2017	2917448	1920 x 1200	I-VT filter	https://www.zlavadna.sk/zlava_197667_nezabudnutelny-splav-dravej-rieky-bela-s-hd-videom-z-raftu (1888x4649)	7	-483	1888	4649									1111431	16:06:41.501	1491572986852776																16		Fixation	115	366	929												1105	401	444	368	441	384	442	377	925	110.23	208.21	101.24	209.05	105.73	208.63	201.22	167.51	609.01	265.14	164.43	604.68					621.98	621.98	2.75	2.78	0	0				
23/09/2017	3.4.4	ontozur_beh_2	New test	tester07	tester07	07/04/2017	2917448	1920 x 1200	I-VT filter	https://www.zlavadna.sk/zlava_197667_nezabudnutelny-splav-dravej-rieky-bela-s-hd-videom-z-raftu (1888x4649)	7	-483	1888	4649									1111695	16:06:41.764	1491572987116487																17		Fixation	422	525	1294												1121	527	812	538	822	532	817	525	1300	145.03	106.72	148.02	104.02	146.52	105.37	202.15	164.96	603.82	264.78	163.56	604.78					616.22	616.22	2.77	2.86	0	0				
23/09/2017	3.4.4	ontozur_beh_2	New test	tester07	tester07	07/04/2017	2917448	1920 x 1200	I-VT filter	https://www.zlavadna.sk/zlava_197667_nezabudnutelny-splav-dravej-rieky-bela-s-hd-videom-z-raftu (1888x4649)	7	-483	1888	4649									1112183	16:06:42.253	1491572987604727																18		Fixation	150	1119	1476												1150	1114	973	1144	990	1129	981	1122	1464	306.33	62.37	314.76	57.89	310.55	60.13	203.41	164.58	603.54	266.12	163.14	604.79					615.71	615.71	2.79	2.76	0	0				
23/09/2017	3.4.4	ontozur_beh_2	New test	tester07	tester07	07/04/2017	2917448	1920 x 1200	I-VT filter	https://www.zlavadna.sk/zlava_197667_nezabudnutelny-splav-dravej-rieky-bela-s-hd-videom-z-raftu (1888x4649)	7	-483	1888	4649									1112366	16:06:42.436	1491572987787886																19		Fixation	333	1080	1405												1161	1106	910	1056	943	1081	926	1074	1409	304.32	79.80	290.33	70.70	297.33	75.25	203.35	164.45	603.20	266.16	163.02	604.46					615.36	615.36	2.78	2.78	0	0				
23/09/2017	3.4.4	ontozur_beh_2	New test	tester07	tester07	07/04/2017	2917448	1920 x 1200	I-VT filter	https://www.zlavadna.sk/zlava_197667_nezabudnutelny-splav-dravej-rieky-bela-s-hd-videom-z-raftu (1888x4649)	7	-483	1888	4649									1112800	16:06:42.869	1491572988221348																20		Fixation	200	201	1284												1187			213	787	213	787	206	1270			58.61	113.74						264.68	163.10	604.56						0.00		2.82	4	0				
23/09/2017	3.4.4	ontozur_beh_2	New test	tester07	tester07	07/04/2017	2917448	1920 x 1200	I-VT filter	https://www.zlavadna.sk/zlava_197667_nezabudnutelny-splav-dravej-rieky-bela-s-hd-videom-z-raftu (1888x4649)	7	-483	1888	4649									1113066	16:06:43.136	1491572988487751																21		Fixation	250	473	902												1203	479	429	506	416	492	422	485	905	131.81	212.21	139.15	215.85	135.48	214.03	202.37	165.63	603.50	264.99	164.15	604.46					616.07	616.07	2.83	2.83	0	0				
23/09/2017	3.4.4	ontozur_beh_2	New test	tester07	tester07	07/04/2017	2917448	1920 x 1200	I-VT filter	https://www.zlavadna.sk/zlava_197667_nezabudnutelny-splav-dravej-rieky-bela-s-hd-videom-z-raftu (1888x4649)	7	-483	1888	4649									1113349	16:06:43.419	1491572988770918																22		Fixation	183	701	906												1220	695	426	717	412	706	419	699	902	191.03	212.99	197.20	217.01	194.11	215.00	203.11	166.12	604.39	265.85	164.49	605.48					616.98	616.98	2.79	2.75	0	0				
23/09/2017	3.4.4	ontozur_beh_2	New test	tester07	tester07	07/04/2017	2917448	1920 x 1200	I-VT filter	https://www.zlavadna.sk/zlava_197667_nezabudnutelny-splav-dravej-rieky-bela-s-hd-videom-z-raftu (1888x4649)	7	-483	1888	4649									1113566	16:06:43.635	1491572988987502																23		Fixation	150	846	904												1233	842	415	853	419	847	417	840	900	231.52	215.98	234.54	214.86	233.03	215.42	203.51	166.34	604.68	266.26	164.72	605.93					617.28	617.28	2.80	2.75	0	0				
23/09/2017	3.4.4	ontozur_beh_2	New test	tester07	tester07	07/04/2017	2917448	1920 x 1200	I-VT filter	https://www.zlavadna.sk/zlava_197667_nezabudnutelny-splav-dravej-rieky-bela-s-hd-videom-z-raftu (1888x4649)	7	-483	1888	4649									1113766	16:06:43.836	1491572989187844																24		Fixation	183	1104	894												1245	1115	405	1125	406	1120	405	1113	888	306.78	218.91	309.42	218.60	308.10	218.76	204.44	166.40	605.04	267.18	164.72	606.55					617.55	617.55	2.84	2.81	0	0				
23/09/2017	3.4.4	ontozur_beh_2	New test	tester07	tester07	07/04/2017	2917448	1920 x 1200	I-VT filter	https://www.zlavadna.sk/zlava_197667_nezabudnutelny-splav-dravej-rieky-bela-s-hd-videom-z-raftu (1888x4649)	7	-483	1888	4649									1114050	16:06:44.119	1491572989471134																25		Fixation	433	450	955												1262			461	466	461	466	454	949			126.88	202.05						265.45	165.09	607.61						0.00		2.85	4	0				
23/09/2017	3.4.4	ontozur_beh_2	New test	tester07	tester07	07/04/2017	2917448	1920 x 1200	I-VT filter	https://www.zlavadna.sk/zlava_197667_nezabudnutelny-splav-dravej-rieky-bela-s-hd-videom-z-raftu (1888x4649)	7	-483	1888	4649									1114516	16:06:44.585	1491572989937639																26		Fixation	284	427	1086												1290	442	601	447	611	444	606	437	1089	121.66	164.80	122.91	162.21	122.29	163.50	202.73	166.33	606.03	265.42	164.61	606.95					618.65	618.65	2.85	2.81	0	0				
23/09/2017	3.4.4	ontozur_beh_2	New test	tester07	tester07	07/04/2017	2917448	1920 x 1200	I-VT filter	https://www.zlavadna.sk/zlava_197667_nezabudnutelny-splav-dravej-rieky-bela-s-hd-videom-z-raftu (1888x4649)	7	-483	1888	4649									1114816	16:06:44.886	1491572990237817																27		Fixation	733	506	1091												1308	490	620	519	591	504	605	497	1088	134.86	159.54	142.79	167.50	138.83	163.52	202.99	166.14	605.29	265.75	164.43	606.39					617.86	617.86	2.84	2.82	0	0				
23/09/2017	3.4.4	ontozur_beh_2	New test	tester07	tester07	07/04/2017	2917448	1920 x 1200	I-VT filter	https://www.zlavadna.sk/zlava_197667_nezabudnutelny-splav-dravej-rieky-bela-s-hd-videom-z-raftu (1888x4649)	7	-483	1888	4649									1115600	16:06:45.669	1491572991021254																28		Fixation	283	654	1084												1355	648	597	684	601	666	599	659	1082	178.25	165.98	188.12	164.86	183.19	165.42	203.25	166.09	605.13	266.00	164.43	606.37					617.67	617.67	2.86	2.78	0	0				
23/09/2017	3.4.4	ontozur_beh_2	New test	tester07	tester07	07/04/2017	2917448	1920 x 1200	I-VT filter	https://www.zlavadna.sk/zlava_197667_nezabudnutelny-splav-dravej-rieky-bela-s-hd-videom-z-raftu (1888x4649)	7	-483	1888	4649									1115916	16:06:45.986	1491572991337829																29		Fixation	233	760	1084												1374	767	614	782	607	774	610	767	1093	210.88	161.17	215.04	163.17	212.96	162.17	203.49	166.40	605.85	266.30	164.64	607.03					618.42	618.42	2.84	2.75	0	0				
23/09/2017	3.4.4	ontozur_beh_2	New test	tester07	tester07	07/04/2017	2917448	1920 x 1200	I-VT filter	https://www.zlavadna.sk/zlava_197667_nezabudnutelny-splav-dravej-rieky-bela-s-hd-videom-z-raftu (1888x4649)	7	-483	1888	4649									1116166	16:06:46.236	1491572991587818																30		Fixation	200	813	1086												1389	813	604	843	602	828	603	821	1086	223.67	163.96	231.81	164.67	227.74	164.31	203.61	166.23	605.98	266.43	164.47	607.22					618.48	618.48	2.81	2.74	0	0				
23/09/2017	3.4.4	ontozur_beh_2	New test	tester07	tester07	07/04/2017	2917448	1920 x 1200	I-VT filter	https://www.zlavadna.sk/zlava_197667_nezabudnutelny-splav-dravej-rieky-bela-s-hd-videom-z-raftu (1888x4649)	7	-483	1888	4649									1116433	16:06:46.502	1491572991854463																31		Fixation	283	873	1085												1405	872	603	884	612	878	607	871	1090	239.71	164.25	243.01	161.73	241.36	162.99	203.79	166.32	605.71	266.63	164.53	606.91					618.24	618.24	2.71	2.74	0	0				
23/09/2017	3.4.4	ontozur_beh_2	New test	tester07	tester07	07/04/2017	2917448	1920 x 1200	I-VT filter	https://www.zlavadna.sk/zlava_197667_nezabudnutelny-splav-dravej-rieky-bela-s-hd-videom-z-raftu (1888x4649)	7	-483	1888	4649									1116733	16:06:46.802	1491572992154433																32		Fixation	183	977	1072												1423	974	595	998	586	986	590	979	1073	267.91	166.59	274.47	169.09	271.19	167.84	203.75	166.26	605.24	266.57	164.59	606.49					617.78	617.78	2.75	2.66	0	0				
23/09/2017	3.4.4	ontozur_beh_2	New test	tester07	tester07	07/04/2017	2917448	1920 x 1200	I-VT filter	https://www.zlavadna.sk/zlava_197667_nezabudnutelny-splav-dravej-rieky-bela-s-hd-videom-z-raftu (1888x4649)	7	-483	1888	4649									1116933	16:06:47.002	1491572992354484																33		Fixation	300	883	1081												1435	869	590	896	599	882	594	875	1077	239.04	167.89	246.33	165.51	242.68	166.70	203.68	166.32	605.26	266.48	164.67	606.58					617.81	617.81	2.66	2.65	0	0				
23/09/2017	3.4.4	ontozur_beh_2	New test	tester07	tester07	07/04/2017	2917448	1920 x 1200	I-VT filter	https://www.zlavadna.sk/zlava_197667_nezabudnutelny-splav-dravej-rieky-bela-s-hd-videom-z-raftu (1888x4649)	7	-483	1888	4649									1117266	16:06:47.336	1491572992687865																34		Fixation	283	957	1074												1455	949	602	991	581	970	591	963	1074	261.07	164.71	272.54	170.41	266.81	167.56	203.86	166.50	605.68	266.68	164.87	607.12					618.25	618.25	2.68	2.65	0	0				
23/09/2017	3.4.4	ontozur_beh_2	New test	tester07	tester07	07/04/2017	2917448	1920 x 1200	I-VT filter	https://www.zlavadna.sk/zlava_197667_nezabudnutelny-splav-dravej-rieky-bela-s-hd-videom-z-raftu (1888x4649)	7	-483	1888	4649									1117566	16:06:47.636	1491572992987753																35		Fixation	183	1028	1070												1473	999	610	1056	588	1027	599	1020	1082	274.79	162.37	290.31	168.38	282.55	165.37	204.01	166.49	605.74	266.82	164.88	607.29					618.29	618.29	2.66	2.63	0	0				
23/09/2017	3.4.4	ontozur_beh_2	New test	tester07	tester07	07/04/2017	2917448	1920 x 1200	I-VT filter	https://www.zlavadna.sk/zlava_197667_nezabudnutelny-splav-dravej-rieky-bela-s-hd-videom-z-raftu (1888x4649)	7	-483	1888	4649									1117799	16:06:47.869	1491572993221071																36		Fixation	183	1115	1074												1487	1093	590	1146	580	1119	585	1112	1068	300.54	167.87	315.32	170.65	307.93	169.26	204.00	166.49	606.09	266.80	164.90	607.46					618.63	618.63	2.67	2.56	0	0				
23/09/2017	3.4.4	ontozur_beh_2	New test	tester07	tester07	07/04/2017	2917448	1920 x 1200	I-VT filter	https://www.zlavadna.sk/zlava_197667_nezabudnutelny-splav-dravej-rieky-bela-s-hd-videom-z-raftu (1888x4649)	7	-483	1888	4649									1118016	16:06:48.086	1491572993437756																37		Fixation	317	1165	1071												1500	1167	570	1172	624	1169	597	1162	1080	321.09	173.51	322.36	158.67	321.72	166.09	203.92	166.35	606.08	266.76	164.79	607.57					618.58	618.58	2.59	2.61	0	0				
23/09/2017	3.4.4	ontozur_beh_2	New test	tester07	tester07	07/04/2017	2917448	1920 x 1200	I-VT filter	https://www.zlavadna.sk/zlava_197667_nezabudnutelny-splav-dravej-rieky-bela-s-hd-videom-z-raftu (1888x4649)	7	-483	1888	4649									1118483	16:06:48.552	1491572993904310																38		Fixation	217	420	1125												1528	427	637	431	665	429	651	422	1134	117.31	155.03	118.58	147.27	117.94	151.15	202.22	166.55	607.31	265.01	164.95	608.34					619.98	619.98	2.61	2.66	0	0				
23/09/2017	3.4.4	ontozur_beh_2	New test	tester07	tester07	07/04/2017	2917448	1920 x 1200	I-VT filter	https://www.zlavadna.sk/zlava_197667_nezabudnutelny-splav-dravej-rieky-bela-s-hd-videom-z-raftu (1888x4649)	7	-483	1888	4649									1118749	16:06:48.819	1491572994170948																39		Fixation	367	456	1111												1544	456	655	472	620	464	637	457	1120	125.44	150.05	129.83	159.65	127.63	154.85	202.14	166.80	607.27	264.92	165.25	608.33					620.02	620.02	2.65	2.59	0	0				
23/09/2017	3.4.4	ontozur_beh_2	New test	tester07	tester07	07/04/2017	2917448	1920 x 1200	I-VT filter	https://www.zlavadna.sk/zlava_197667_nezabudnutelny-splav-dravej-rieky-bela-s-hd-videom-z-raftu (1888x4649)	7	-483	1888	4649									1119166	16:06:49.236	1491572994587760																40		Fixation	167	562	1111												1569	551	621	576	622	563	621	556	1104	151.52	159.43	158.41	159.16	154.96	159.29	202.32	166.58	606.78	265.11	165.05	607.97					619.48	619.48	2.54	2.57	0	0				
23/09/2017	3.4.4	ontozur_beh_2	New test	tester07	tester07	07/04/2017	2917448	1920 x 1200	I-VT filter	https://www.zlavadna.sk/zlava_197667_nezabudnutelny-splav-dravej-rieky-bela-s-hd-videom-z-raftu (1888x4649)	7	-483	1888	4649									1119383	16:06:49.452	1491572994804519																41		Fixation	183	488	1121												1582	480	625	486	644	483	634	476	1117	132.15	158.27	133.64	152.91	132.90	155.59	202.32	166.63	606.39	265.13	165.06	607.47					619.11	619.11	2.58	2.56	0	0				
23/09/2017	3.4.4	ontozur_beh_2	New test	tester07	tester07	07/04/2017	2917448	1920 x 1200	I-VT filter	https://www.zlavadna.sk/zlava_197667_nezabudnutelny-splav-dravej-rieky-bela-s-hd-videom-z-raftu (1888x4649)	7	-483	1888	4649									1119583	16:06:49.652	1491572995004539																42		Fixation	333	559	1114												1594	543	619	579	640	561	629	554	1112	149.45	159.96	159.25	154.26	154.35	157.11	202.42	166.54	606.18	265.24	165.02	607.46					618.88	618.88	2.64	2.62	0	0				
23/09/2017	3.4.4	ontozur_beh_2	New test	tester07	tester07	07/04/2017	2917448	1920 x 1200	I-VT filter	https://www.zlavadna.sk/zlava_197667_nezabudnutelny-splav-dravej-rieky-bela-s-hd-videom-z-raftu (1888x4649)	7	-483	1888	4649									1119949	16:06:50.019	1491572995371015																43		Fixation	267	653	1111												1616	640	645	676	617	658	631	651	1114	176.07	152.74	185.99	160.43	181.03	156.58	202.42	166.42	606.25	265.25	164.93	607.54					618.91	618.91	2.67	2.57	0	0				
23/09/2017	3.4.4	ontozur_beh_2	New test	tester07	tester07	07/04/2017	2917448	1920 x 1200	I-VT filter	https://www.zlavadna.sk/zlava_197667_nezabudnutelny-splav-dravej-rieky-bela-s-hd-videom-z-raftu (1888x4649)	7	-483	1888	4649									1120266	16:06:50.335	1491572995687664																44		Fixation	200	735	1110												1635	741	621	744	643	742	632	735	1115	203.78	159.24	204.50	153.20	204.14	156.22	202.67	166.42	605.90	265.52	164.86	607.04					618.56	618.56	2.62	2.57	0	0				
23/09/2017	3.4.4	ontozur_beh_2	New test	tester07	tester07	07/04/2017	2917448	1920 x 1200	I-VT filter	https://www.zlavadna.sk/zlava_197667_nezabudnutelny-splav-dravej-rieky-bela-s-hd-videom-z-raftu (1888x4649)	7	-483	1888	4649									1120499	16:06:50.569	1491572995921138																45		Fixation	200	812	1107												1649	786	643	824	625	805	634	798	1117	216.13	153.19	226.72	158.22	221.42	155.70	203.08	166.41	605.87	265.89	164.77	606.95					618.48	618.48	2.66	2.60	0	0				
23/09/2017	3.4.4	ontozur_beh_2	New test	tester07	tester07	07/04/2017	2917448	1920 x 1200	I-VT filter	https://www.zlavadna.sk/zlava_197667_nezabudnutelny-splav-dravej-rieky-bela-s-hd-videom-z-raftu (1888x4649)	7	-483	1888	4649									1120783	16:06:50.852	1491572996204476																46		Fixation	167	705	1105												1666			723	618	723	618	716	1101			198.96	160.19						265.58	164.70	606.70						0.00		2.58	4	0				
23/09/2017	3.4.4	ontozur_beh_2	New test	tester07	tester07	07/04/2017	2917448	1920 x 1200	I-VT filter	https://www.zlavadna.sk/zlava_197667_nezabudnutelny-splav-dravej-rieky-bela-s-hd-videom-z-raftu (1888x4649)	7	-483	1888	4649									1120999	16:06:51.069	1491572996421064																47		Fixation	133	809	1101												1679	811	609	818	639	814	624	807	1107	223.04	162.74	224.98	154.53	224.01	158.63	202.96	166.82	605.57	265.80	165.12	606.75					618.32	618.32	2.60	2.61	0	0				
23/09/2017	3.4.4	ontozur_beh_2	New test	tester07	tester07	07/04/2017	2917448	1920 x 1200	I-VT filter	https://www.zlavadna.sk/zlava_197667_nezabudnutelny-splav-dravej-rieky-bela-s-hd-videom-z-raftu (1888x4649)	7	-483	1888	4649									1121316	16:06:51.386	1491572996737864																48		Fixation	300	921	1103												1698	908	624	954	618	931	621	924	1104	249.75	158.64	262.48	160.26	256.12	159.45	201.86	167.46	605.06	264.64	165.85	606.66					618.13	618.13	2.68	2.63	0	0				
23/09/2017	3.4.4	ontozur_beh_2	New test	tester07	tester07	07/04/2017	2917448	1920 x 1200	I-VT filter	https://www.zlavadna.sk/zlava_197667_nezabudnutelny-splav-dravej-rieky-bela-s-hd-videom-z-raftu (1888x4649)	7	-483	1888	4649									1121649	16:06:51.719	1491572997071006																49		Fixation	267	997	1097												1718	972	621	1020	620	996	620	989	1103	267.43	159.50	280.60	159.56	274.02	159.53	201.93	168.32	605.73	264.71	166.62	607.87					619.00	619.00	2.68	2.65	0	0				
23/09/2017	3.4.4	ontozur_beh_2	New test	tester07	tester07	07/04/2017	2917448	1920 x 1200	I-VT filter	https://www.zlavadna.sk/zlava_197667_nezabudnutelny-splav-dravej-rieky-bela-s-hd-videom-z-raftu (1888x4649)	7	-483	1888	4649									1121949	16:06:52.019	1491572997371112																50		Fixation	167	1059	1095												1736	1043	603	1083	602	1063	602	1056	1085	286.94	164.41	297.78	164.46	292.36	164.44	201.82	168.59	605.23	264.62	166.91	607.30					618.61	618.61	2.66	2.62	0	0				
23/09/2017	3.4.4	ontozur_beh_2	New test	tester07	tester07	07/04/2017	2917448	1920 x 1200	I-VT filter	https://www.zlavadna.sk/zlava_197667_nezabudnutelny-splav-dravej-rieky-bela-s-hd-videom-z-raftu (1888x4649)	7	-483	1888	4649									1122166	16:06:52.236	1491572997587795																51		Fixation	200	1124	1093												1749	1117	590	1144	609	1130	599	1123	1082	307.11	167.98	314.74	162.65	310.93	165.31	201.50	168.64	604.22	264.32	167.10	606.37					617.70	617.70	2.63	2.59	0	0				
