ExportDate	StudioVersionRec	StudioProjectName	StudioTestName	ParticipantName	RecordingName	RecordingDate	RecordingDuration	RecordingResolution	FixationFilter	MediaName	MediaPosX (ADCSpx)	MediaPosY (ADCSpx)	MediaWidth	MediaHeight	SegmentName	SegmentStart	SegmentEnd	SegmentDuration	SceneName	SceneSegmentStart	SceneSegmentEnd	SceneSegmentDuration	RecordingTimestamp	LocalTimeStamp	EyeTrackerTimestamp	MouseEventIndex	MouseEvent	MouseEventX (ADCSpx)	MouseEventY (ADCSpx)	MouseEventX (MCSpx)	MouseEventY (MCSpx)	KeyPressEventIndex	KeyPressEvent	StudioEventIndex	StudioEvent	StudioEventData	ExternalEventIndex	ExternalEvent	ExternalEventValue	EventMarkerValue	FixationIndex	SaccadeIndex	GazeEventType	GazeEventDuration	FixationPointX (MCSpx)	FixationPointY (MCSpx)	AOI[header]Hit	AOI[top_menu]Hit	AOI[image]Hit	AOI[info1]Hit	AOI[info2]Hit	AOI[Rectangle 8]Hit	AOI[Rectangle 10]Hit	AOI[Rectangle 11]Hit	AOI[Rectangle 12]Hit	AOI[Rectangle 13]Hit	AOI[Rectangle 14]Hit	GazePointIndex	GazePointLeftX (ADCSpx)	GazePointLeftY (ADCSpx)	GazePointRightX (ADCSpx)	GazePointRightY (ADCSpx)	GazePointX (ADCSpx)	GazePointY (ADCSpx)	GazePointX (MCSpx)	GazePointY (MCSpx)	GazePointLeftX (ADCSmm)	GazePointLeftY (ADCSmm)	GazePointRightX (ADCSmm)	GazePointRightY (ADCSmm)	StrictAverageGazePointX (ADCSmm)	StrictAverageGazePointY (ADCSmm)	EyePosLeftX (ADCSmm)	EyePosLeftY (ADCSmm)	EyePosLeftZ (ADCSmm)	EyePosRightX (ADCSmm)	EyePosRightY (ADCSmm)	EyePosRightZ (ADCSmm)	CamLeftX	CamLeftY	CamRightX	CamRightY	DistanceLeft	DistanceRight	PupilLeft	PupilRight	ValidityLeft	ValidityRight	IRMarkerCount	IRMarkerID	PupilGlassesRight	
23/09/2017	3.4.4	ontozur_beh_2	New test	tester15	tester15	07/04/2017	2925011	1920 x 1200	I-VT filter	https://www.zlavadna.sk/zlava_197667_nezabudnutelny-splav-dravej-rieky-bela-s-hd-videom-z-raftu (1888x4649)	7	-711	1888	4649									1038967	16:05:28.090	1491573475257497																47		Fixation	67	1132	1478												752	1127	773	1131	770	1129	771	1122	1482	305.91	115.86	306.81	116.65	306.36	116.26	217.25	197.87	533.20	274.89	192.16	533.96					558.53	558.53	2.64	2.53	0	0				
23/09/2017	3.4.4	ontozur_beh_2	New test	tester15	tester15	07/04/2017	2925011	1920 x 1200	I-VT filter	https://www.zlavadna.sk/zlava_197667_nezabudnutelny-splav-dravej-rieky-bela-s-hd-videom-z-raftu (1888x4649)	7	-711	1888	4649									1039367	16:05:28.491	1491573475657558																48		Fixation	83	1278	1468												776	1281	767	1311	724	1296	745	1289	1456	347.57	117.63	355.74	129.17	351.66	123.40	223.51	197.40	530.58	280.99	192.72	535.91					555.49	555.49	2.32	2.15	0	0				
23/09/2017	3.4.4	ontozur_beh_2	New test	tester15	tester15	07/04/2017	2925011	1920 x 1200	I-VT filter	https://www.zlavadna.sk/zlava_197667_nezabudnutelny-splav-dravej-rieky-bela-s-hd-videom-z-raftu (1888x4649)	7	-711	1888	4649									1039533	16:05:28.657	1491573475824214																49		Fixation	117	1399	1436												786	1424	721	1417	727	1420	724	1413	1435	386.51	129.95	384.65	128.32	385.58	129.14	224.71	197.79	530.72	282.14	193.12	536.51					555.69	555.69	2.33	2.25	0	0				
23/09/2017	3.4.4	ontozur_beh_2	New test	tester15	tester15	07/04/2017	2925011	1920 x 1200	I-VT filter	https://www.zlavadna.sk/zlava_197667_nezabudnutelny-splav-dravej-rieky-bela-s-hd-videom-z-raftu (1888x4649)	7	-711	1888	4649									1039801	16:05:28.924	1491573476091388																50		Fixation	333	1351	1478												802	1354	766	1392	743	1373	754	1366	1465	367.48	117.85	377.83	124.15	372.66	121.00	224.54	197.92	530.75	281.98	193.25	536.67					555.78	555.78	2.54	2.42	0	0				
23/09/2017	3.4.4	ontozur_beh_2	New test	tester15	tester15	07/04/2017	2925011	1920 x 1200	I-VT filter	https://www.zlavadna.sk/zlava_197667_nezabudnutelny-splav-dravej-rieky-bela-s-hd-videom-z-raftu (1888x4649)	7	-711	1888	4649									1040251	16:05:29.374	1491573476541411																51		Fixation	483	1390	1454												829	1395	745	1407	709	1401	727	1394	1438	378.69	123.59	381.76	133.23	380.22	128.41	225.16	198.27	530.85	282.52	193.78	537.07					555.97	555.97	2.69	2.51	0	0				
23/09/2017	3.4.4	ontozur_beh_2	New test	tester15	tester15	07/04/2017	2925011	1920 x 1200	I-VT filter	https://www.zlavadna.sk/zlava_197667_nezabudnutelny-splav-dravej-rieky-bela-s-hd-videom-z-raftu (1888x4649)	7	-711	1888	4649									1040750	16:05:29.874	1491573477041086																52		Fixation	167	1357	1468												859	1360	749	1391	779	1375	764	1368	1475	369.09	122.39	377.61	114.20	373.35	118.30	226.72	199.22	530.86	284.01	194.70	537.28					556.24	556.24	2.77	2.60	0	0				
23/09/2017	3.4.4	ontozur_beh_2	New test	tester15	tester15	07/04/2017	2925011	1920 x 1200	I-VT filter	https://www.zlavadna.sk/zlava_197667_nezabudnutelny-splav-dravej-rieky-bela-s-hd-videom-z-raftu (1888x4649)	7	-711	1888	4649									1040951	16:05:30.074	1491573477241447																53		Fixation	183	1438	1448												871	1427	736	1450	741	1438	738	1431	1449	387.19	125.94	393.48	124.58	390.34	125.26	227.86	199.56	528.97	285.16	195.51	535.94					554.55	554.55	2.78	2.58	0	0				
23/09/2017	3.4.4	ontozur_beh_2	New test	tester15	tester15	07/04/2017	2925011	1920 x 1200	I-VT filter	https://www.zlavadna.sk/zlava_197667_nezabudnutelny-splav-dravej-rieky-bela-s-hd-videom-z-raftu (1888x4649)	7	-711	1888	4649									1041184	16:05:30.308	1491573477474720																54		Fixation	67	1480	1437												885	1486	726	1497	718	1491	722	1484	1433	403.25	128.70	406.38	130.70	404.81	129.70	231.26	199.03	527.84	288.48	194.34	534.92					553.12	553.12	2.71	2.55	0	0				
23/09/2017	3.4.4	ontozur_beh_2	New test	tester15	tester15	07/04/2017	2925011	1920 x 1200	I-VT filter	https://www.zlavadna.sk/zlava_197667_nezabudnutelny-splav-dravej-rieky-bela-s-hd-videom-z-raftu (1888x4649)	7	-711	1888	4649									1041317	16:05:30.441	1491573477608047																55		Fixation	117	1049	1481												893	1054	756	1068	780	1061	768	1054	1479	286.07	120.62	289.78	113.99	287.92	117.30	229.67	199.10	529.61	286.83	194.36	536.62					554.87	554.87	2.78	2.70	0	0				
23/09/2017	3.4.4	ontozur_beh_2	New test	tester15	tester15	07/04/2017	2925011	1920 x 1200	I-VT filter	https://www.zlavadna.sk/zlava_197667_nezabudnutelny-splav-dravej-rieky-bela-s-hd-videom-z-raftu (1888x4649)	7	-711	1888	4649									1041500	16:05:30.624	1491573477791244																56		Fixation	383	1006	1484												904	1016	763	1012	757	1014	760	1007	1471	275.73	118.47	274.61	120.29	275.17	119.38	226.14	200.90	531.09	283.49	197.11	537.74					557.11	557.11	2.84	2.64	0	0				
23/09/2017	3.4.4	ontozur_beh_2	New test	tester15	tester15	07/04/2017	2925011	1920 x 1200	I-VT filter	https://www.zlavadna.sk/zlava_197667_nezabudnutelny-splav-dravej-rieky-bela-s-hd-videom-z-raftu (1888x4649)	7	-711	1888	4649									1041967	16:05:31.091	1491573478258055																57		Fixation	283	1044	1493												932	1043	772	1074	800	1058	786	1051	1497	283.14	116.06	291.45	108.51	287.30	112.28	223.63	199.70	523.99	281.05	196.22	530.19					550.25	550.25	2.84	2.73	0	0				
23/09/2017	3.4.4	ontozur_beh_2	New test	tester15	tester15	07/04/2017	2925011	1920 x 1200	I-VT filter	https://www.zlavadna.sk/zlava_197667_nezabudnutelny-splav-dravej-rieky-bela-s-hd-videom-z-raftu (1888x4649)	7	-711	1888	4649									1042301	16:05:31.424	1491573478591461																58		Fixation	67	1120	1495												952	1128	792	1138	799	1133	795	1126	1506	306.08	110.72	308.75	108.85	307.41	109.78	222.78	200.67	523.83	280.20	197.29	530.08					550.52	550.52	2.87	2.65	0	0				
23/09/2017	3.4.4	ontozur_beh_2	New test	tester15	tester15	07/04/2017	2925011	1920 x 1200	I-VT filter	https://www.zlavadna.sk/zlava_197667_nezabudnutelny-splav-dravej-rieky-bela-s-hd-videom-z-raftu (1888x4649)	7	-711	1888	4649									1047746	16:05:36.870	1491573484037289																59		Fixation	83	1462	1484												1281	1470	773	1463	778	1466	775	1459	1486	399.01	115.81	397.17	114.60	398.09	115.20	221.61	193.74	517.83	278.62	194.63	528.08					542.46	542.46	2.58	2.47	0	0				
23/09/2017	3.4.4	ontozur_beh_2	New test	tester15	tester15	07/04/2017	2925011	1920 x 1200	I-VT filter	https://www.zlavadna.sk/zlava_197667_nezabudnutelny-splav-dravej-rieky-bela-s-hd-videom-z-raftu (1888x4649)	7	-711	1888	4649									1048046	16:05:37.170	1491573484337353																60		Fixation	183	1020	1514												1299	1014	787	1026	791	1020	789	1013	1500	275.09	112.20	278.35	110.96	276.72	111.58	219.65	193.93	519.22	276.81	194.44	528.54					543.95	543.95	2.55	2.43	0	0				
23/09/2017	3.4.4	ontozur_beh_2	New test	tester15	tester15	07/04/2017	2925011	1920 x 1200	I-VT filter	https://www.zlavadna.sk/zlava_197667_nezabudnutelny-splav-dravej-rieky-bela-s-hd-videom-z-raftu (1888x4649)	7	-711	1888	4649									1048513	16:05:37.637	1491573484803946																61		Fixation	167	1230	1536												1327	1226	841	1243	803	1234	822	1227	1533	332.70	97.56	337.40	107.80	335.05	102.68	221.53	194.14	519.98	278.61	194.09	529.62					544.60	544.60	2.68	2.54	0	0				
23/09/2017	3.4.4	ontozur_beh_2	New test	tester15	tester15	07/04/2017	2925011	1920 x 1200	I-VT filter	https://www.zlavadna.sk/zlava_197667_nezabudnutelny-splav-dravej-rieky-bela-s-hd-videom-z-raftu (1888x4649)	7	-711	1888	4649									1048780	16:05:37.903	1491573485070582																62		Fixation	117	1341	1519												1343	1350	819	1345	798	1347	808	1340	1519	366.45	103.36	365.10	109.07	365.77	106.21	222.35	193.93	519.76	279.42	193.81	529.78					544.26	544.26	2.67	2.55	0	0				
23/09/2017	3.4.4	ontozur_beh_2	New test	tester15	tester15	07/04/2017	2925011	1920 x 1200	I-VT filter	https://www.zlavadna.sk/zlava_197667_nezabudnutelny-splav-dravej-rieky-bela-s-hd-videom-z-raftu (1888x4649)	7	-711	1888	4649									1048980	16:05:38.103	1491573485270648																63		Fixation	83	1418	1507												1355	1425	819	1443	759	1434	789	1427	1500	386.75	103.32	391.51	119.81	389.13	111.57	222.51	194.20	520.08	279.59	194.05	529.95					544.65	544.65	2.71	2.44	0	0				
23/09/2017	3.4.4	ontozur_beh_2	New test	tester15	tester15	07/04/2017	2925011	1920 x 1200	I-VT filter	https://www.zlavadna.sk/zlava_197667_nezabudnutelny-splav-dravej-rieky-bela-s-hd-videom-z-raftu (1888x4649)	7	-711	1888	4649									1049380	16:05:38.503	1491573485670677																64		Fixation	83	1107	1555												1379	1099	838	1132	840	1115	839	1108	1550	298.14	98.23	307.19	97.61	302.66	97.92	220.72	193.85	519.96	277.91	193.78	529.40					544.53	544.53	2.67	2.64	0	0				
23/09/2017	3.4.4	ontozur_beh_2	New test	tester15	tester15	07/04/2017	2925011	1920 x 1200	I-VT filter	https://www.zlavadna.sk/zlava_197667_nezabudnutelny-splav-dravej-rieky-bela-s-hd-videom-z-raftu (1888x4649)	7	-711	1888	4649									1049913	16:05:39.037	1491573486203967																65		Fixation	67	1316	1557												1411	1330	853	1338	840	1334	846	1327	1557	360.93	94.22	363.01	97.67	361.97	95.95	223.06	193.80	519.86	280.15	193.36	529.90					544.25	544.25	2.69	2.52	0	0				
23/09/2017	3.4.4	ontozur_beh_2	New test	tester15	tester15	07/04/2017	2925011	1920 x 1200	I-VT filter	https://www.zlavadna.sk/zlava_197667_nezabudnutelny-splav-dravej-rieky-bela-s-hd-videom-z-raftu (1888x4649)	7	-711	1888	4649									1050129	16:05:39.253	1491573486420491																66		Fixation	117	1352	1543												1424	1358	822	1360	838	1359	830	1352	1541	368.58	102.71	369.04	98.19	368.81	100.45	223.43	194.05	519.96	280.53	193.54	529.91					544.42	544.42	2.61	2.48	0	0				
23/09/2017	3.4.4	ontozur_beh_2	New test	tester15	tester15	07/04/2017	2925011	1920 x 1200	I-VT filter	https://www.zlavadna.sk/zlava_197667_nezabudnutelny-splav-dravej-rieky-bela-s-hd-videom-z-raftu (1888x4649)	7	-711	1888	4649									1050746	16:05:39.870	1491573487037287																67		Fixation	67	1268	1574												1461	1287	825	1284	909	1285	867	1278	1578	349.31	101.85	348.57	79.06	348.94	90.46	224.23	194.07	520.35	281.29	193.16	530.34					544.73	544.73	2.58	2.67	0	0				
23/09/2017	3.4.4	ontozur_beh_2	New test	tester15	tester15	07/04/2017	2925011	1920 x 1200	I-VT filter	https://www.zlavadna.sk/zlava_197667_nezabudnutelny-splav-dravej-rieky-bela-s-hd-videom-z-raftu (1888x4649)	7	-711	1888	4649									1051046	16:05:40.170	1491573487337377																68		Fixation	67	1018	1587												1479			1048	871	1048	871	1041	1582			284.36	89.32						280.08	193.05	530.44						0.00		2.60	4	0				
23/09/2017	3.4.4	ontozur_beh_2	New test	tester15	tester15	07/04/2017	2925011	1920 x 1200	I-VT filter	https://www.zlavadna.sk/zlava_197667_nezabudnutelny-splav-dravej-rieky-bela-s-hd-videom-z-raftu (1888x4649)	7	-711	1888	4649									1051196	16:05:40.320	1491573487487434																69		Fixation	233	1051	1588												1488	1036	873	1098	895	1067	884	1060	1595	281.03	88.66	297.90	82.73	289.46	85.69	222.50	194.12	520.95	279.71	193.03	530.15					545.42	545.42	2.60	2.58	0	0				
23/09/2017	3.4.4	ontozur_beh_2	New test	tester15	tester15	07/04/2017	2925011	1920 x 1200	I-VT filter	https://www.zlavadna.sk/zlava_197667_nezabudnutelny-splav-dravej-rieky-bela-s-hd-videom-z-raftu (1888x4649)	7	-825	1888	4649									1051713	16:05:40.837	1491573488004007																70		Fixation	117	1283	1837												1519	1255	997	1327	1026	1291	1011	1284	1836	340.48	55.16	360.09	47.35	350.28	51.25	222.11	195.02	523.76	279.52	192.45	530.61					548.39	548.39	2.62	2.61	0	0				
23/09/2017	3.4.4	ontozur_beh_2	New test	tester15	tester15	07/04/2017	2925011	1920 x 1200	I-VT filter	https://www.zlavadna.sk/zlava_197667_nezabudnutelny-splav-dravej-rieky-bela-s-hd-videom-z-raftu (1888x4649)	7	-825	1888	4649									1054368	16:05:43.492	1491573490659555																71		Fixation	86	1313	1755												1679																			-8.38										4	4				
23/09/2017	3.4.4	ontozur_beh_2	New test	tester15	tester15	07/04/2017	2925011	1920 x 1200	I-VT filter	https://www.zlavadna.sk/zlava_197667_nezabudnutelny-splav-dravej-rieky-bela-s-hd-videom-z-raftu (1888x4649)	7	-825	1888	4649									1054607	16:05:43.730	1491573490897784																72		Fixation	83	1314	1755												1693	1338	926			1338	926	1331	1751	363.23	74.22					221.54	195.69	520.91		-8.38						546.04		2.58		0	4				
23/09/2017	3.4.4	ontozur_beh_2	New test	tester15	tester15	07/04/2017	2925011	1920 x 1200	I-VT filter	https://www.zlavadna.sk/zlava_197667_nezabudnutelny-splav-dravej-rieky-bela-s-hd-videom-z-raftu (1888x4649)	7	-825	1888	4649									1054741	16:05:43.865	1491573491032153																73		Fixation	189	1290	1786												1701	1263	971	1309	966	1286	968	1279	1793	342.86	62.16	355.22	63.46	349.04	62.81	222.03	196.08	521.57	279.36	193.45	530.11					546.76	546.76	2.74	2.59	0	0				
23/09/2017	3.4.4	ontozur_beh_2	New test	tester15	tester15	07/04/2017	2925011	1920 x 1200	I-VT filter	https://www.zlavadna.sk/zlava_197667_nezabudnutelny-splav-dravej-rieky-bela-s-hd-videom-z-raftu (1888x4649)	7	-825	1888	4649									1055047	16:05:44.170	1491573491337757																74		Fixation	300	1291	1785												1719	1289	939	1318	978	1303	958	1296	1783	349.77	70.75	357.80	60.24	353.79	65.50	222.45	196.22	522.38	279.83	193.47	530.82					547.53	547.53	2.73	2.65	0	0				
23/09/2017	3.4.4	ontozur_beh_2	New test	tester15	tester15	07/04/2017	2925011	1920 x 1200	I-VT filter	https://www.zlavadna.sk/zlava_197667_nezabudnutelny-splav-dravej-rieky-bela-s-hd-videom-z-raftu (1888x4649)	7	-825	1888	4649									1055363	16:05:44.487	1491573491654352																75		Fixation	350	1319	1780												1738	1318	933	1353	979	1335	956	1328	1781	357.67	72.58	367.26	60.09	362.47	66.34	222.76	196.49	522.64	280.15	193.60	530.99					547.85	547.85	2.71	2.79	0	0				
23/09/2017	3.4.4	ontozur_beh_2	New test	tester15	tester15	07/04/2017	2925011	1920 x 1200	I-VT filter	https://www.zlavadna.sk/zlava_197667_nezabudnutelny-splav-dravej-rieky-bela-s-hd-videom-z-raftu (1888x4649)	7	-825	1888	4649									1056063	16:05:45.187	1491573492354405																76		Fixation	550	1296	1783												1780	1285	929	1309	966	1297	947	1290	1772	348.66	73.61	355.15	63.40	351.90	68.51	225.74	198.79	526.72	283.07	194.43	535.06					552.30	552.30	2.68	2.73	0	0				
23/09/2017	3.4.4	ontozur_beh_2	New test	tester15	tester15	07/04/2017	2925011	1920 x 1200	I-VT filter	https://www.zlavadna.sk/zlava_197667_nezabudnutelny-splav-dravej-rieky-bela-s-hd-videom-z-raftu (1888x4649)	7	-825	1888	4649									1056630	16:05:45.754	1491573492921187																77		Fixation	83	1296	1757												1814	1290	919	1320	927	1305	923	1298	1748	350.00	76.20	358.34	74.05	354.17	75.12	225.76	198.67	527.94	283.03	194.05	535.92					553.38	553.38	2.81	2.76	0	0				
23/09/2017	3.4.4	ontozur_beh_2	New test	tester15	tester15	07/04/2017	2925011	1920 x 1200	I-VT filter	https://www.zlavadna.sk/zlava_197667_nezabudnutelny-splav-dravej-rieky-bela-s-hd-videom-z-raftu (1888x4649)	7	-825	1888	4649									1057520	16:05:46.644	1491573493811250																78		Fixation	67	1246	1694												1867			1259	871	1259	871	1252	1696			341.78	89.30						289.21	192.10	541.35						0.00		3.08	4	0				
23/09/2017	3.4.4	ontozur_beh_2	New test	tester15	tester15	07/04/2017	2925011	1920 x 1200	I-VT filter	https://www.zlavadna.sk/zlava_197667_nezabudnutelny-splav-dravej-rieky-bela-s-hd-videom-z-raftu (1888x4649)	7	-825	1888	4649									1057620	16:05:46.744	1491573493911234																79		Fixation	121	1205	1673												1873	1183	834			1183	834	1176	1659	320.92	99.43					233.27	199.39	530.83		-8.38						555.93		3.27		0	4				
23/09/2017	3.4.4	ontozur_beh_2	New test	tester15	tester15	07/04/2017	2925011	1920 x 1200	I-VT filter	https://www.zlavadna.sk/zlava_197667_nezabudnutelny-splav-dravej-rieky-bela-s-hd-videom-z-raftu (1888x4649)	7	-825	1888	4649									1057758	16:05:46.882	1491573494049454																80		Fixation	133	1260	1726												1881	1235	886	1307	914	1271	900	1264	1725	335.17	85.27	354.63	77.62	344.90	81.45	234.64	199.47	531.11	290.98	191.73	541.92					556.15	556.15	3.21	3.06	0	0				
23/09/2017	3.4.4	ontozur_beh_2	New test	tester15	tester15	07/04/2017	2925011	1920 x 1200	I-VT filter	https://www.zlavadna.sk/zlava_197667_nezabudnutelny-splav-dravej-rieky-bela-s-hd-videom-z-raftu (1888x4649)	7	-825	1888	4649									1059254	16:05:48.378	1491573495545447																81		Fixation	100	430	1746												1968	446	933	441	940	443	936	436	1761	121.13	72.57	119.56	70.61	120.35	71.59	211.23	195.35	527.17	269.17	193.24	529.48					552.51	552.51	2.91	2.73	0	0				
23/09/2017	3.4.4	ontozur_beh_2	New test	tester15	tester15	07/04/2017	2925011	1920 x 1200	I-VT filter	https://www.zlavadna.sk/zlava_197667_nezabudnutelny-splav-dravej-rieky-bela-s-hd-videom-z-raftu (1888x4649)	7	-825	1888	4649									1059454	16:05:48.578	1491573495744930																82		Fixation	167	545	1748												1980	519	920	545	915	532	917	525	1742	140.93	76.08	147.80	77.39	144.37	76.74	210.11	195.88	527.61	268.05	193.40	527.87					553.21	553.21	2.89	2.77	0	0				
23/09/2017	3.4.4	ontozur_beh_2	New test	tester15	tester15	07/04/2017	2925011	1920 x 1200	I-VT filter	https://www.zlavadna.sk/zlava_197667_nezabudnutelny-splav-dravej-rieky-bela-s-hd-videom-z-raftu (1888x4649)	7	-825	1888	4649									1059654	16:05:48.778	1491573495944965																83		Fixation	133	471	1750												1992	457	926	489	932	473	929	466	1754	123.98	74.43	132.81	72.84	128.39	73.64	210.22	195.27	528.07	268.11	192.47	527.49					553.39	553.39	2.79	2.75	0	0				
23/09/2017	3.4.4	ontozur_beh_2	New test	tester15	tester15	07/04/2017	2925011	1920 x 1200	I-VT filter	https://www.zlavadna.sk/zlava_197667_nezabudnutelny-splav-dravej-rieky-bela-s-hd-videom-z-raftu (1888x4649)	7	-825	1888	4649									1059804	16:05:48.928	1491573496094964																84		Fixation	133	549	1756												2001	540	943	558	902	549	922	542	1747	146.44	69.62	151.50	81.00	148.97	75.31	209.94	194.75	527.80	267.78	192.07	526.85					552.98	552.98	2.75	2.69	0	0				
23/09/2017	3.4.4	ontozur_beh_2	New test	tester15	tester15	07/04/2017	2925011	1920 x 1200	I-VT filter	https://www.zlavadna.sk/zlava_197667_nezabudnutelny-splav-dravej-rieky-bela-s-hd-videom-z-raftu (1888x4649)	7	-825	1888	4649									1060137	16:05:49.261	1491573496428201																85		Fixation	67	462	1746												2021	476	926	482	909	479	917	472	1742	129.29	74.24	130.85	78.84	130.07	76.54	208.61	194.09	528.02	266.44	191.07	526.05					553.06	553.06	2.76	2.51	0	0				
23/09/2017	3.4.4	ontozur_beh_2	New test	tester15	tester15	07/04/2017	2925011	1920 x 1200	I-VT filter	https://www.zlavadna.sk/zlava_197667_nezabudnutelny-splav-dravej-rieky-bela-s-hd-videom-z-raftu (1888x4649)	7	-825	1888	4649									1060254	16:05:49.377	1491573496544850																86		Fixation	83	437	1747												2028	423	919	456	910	439	914	432	1739	114.77	76.16	123.70	78.69	119.23	77.43	208.65	194.09	528.17	266.44	191.00	526.21					553.19	553.19	2.75	2.68	0	0				
23/09/2017	3.4.4	ontozur_beh_2	New test	tester15	tester15	07/04/2017	2925011	1920 x 1200	I-VT filter	https://www.zlavadna.sk/zlava_197667_nezabudnutelny-splav-dravej-rieky-bela-s-hd-videom-z-raftu (1888x4649)	7	-825	1888	4649									1060420	16:05:49.544	1491573496711489																87		Fixation	100	772	1759												2038	757	947	802	917	779	932	772	1757	205.52	68.70	217.67	76.75	211.60	72.73	210.52	194.52	528.08	268.25	191.19	526.43					553.10	553.10	2.81	2.74	0	0				
23/09/2017	3.4.4	ontozur_beh_2	New test	tester15	tester15	07/04/2017	2925011	1920 x 1200	I-VT filter	https://www.zlavadna.sk/zlava_197667_nezabudnutelny-splav-dravej-rieky-bela-s-hd-videom-z-raftu (1888x4649)	7	-825	1888	4649									1060604	16:05:49.727	1491573496894923																88		Fixation	133	462	1751												2049	461	930	480	924	470	927	463	1752	125.00	73.30	130.26	74.92	127.63	74.11	210.71	195.08	528.90	268.49	191.32	527.11					554.05	554.05	2.85	2.39	0	0				
23/09/2017	3.4.4	ontozur_beh_2	New test	tester15	tester15	07/04/2017	2925011	1920 x 1200	I-VT filter	https://www.zlavadna.sk/zlava_197667_nezabudnutelny-splav-dravej-rieky-bela-s-hd-videom-z-raftu (1888x4649)	7	-825	1888	4649									1060754	16:05:49.877	1491573497044941																89		Fixation	117	423	1746												2058	410	905	434	919	422	912	415	1737	111.36	80.04	117.75	76.21	114.56	78.12	211.26	195.35	529.46	269.04	191.28	527.52					554.63	554.63	2.81	2.73	0	0				
23/09/2017	3.4.4	ontozur_beh_2	New test	tester15	tester15	07/04/2017	2925011	1920 x 1200	I-VT filter	https://www.zlavadna.sk/zlava_197667_nezabudnutelny-splav-dravej-rieky-bela-s-hd-videom-z-raftu (1888x4649)	7	-825	1888	4649									1060904	16:05:50.027	1491573497194937																90		Fixation	83	739	1761												2067	736	899	762	959	749	929	742	1754	199.68	81.77	206.90	65.37	203.29	73.57	213.29	195.60	529.40	271.00	191.26	527.92					554.48	554.48	2.89	2.75	0	0				
23/09/2017	3.4.4	ontozur_beh_2	New test	tester15	tester15	07/04/2017	2925011	1920 x 1200	I-VT filter	https://www.zlavadna.sk/zlava_197667_nezabudnutelny-splav-dravej-rieky-bela-s-hd-videom-z-raftu (1888x4649)	7	-825	1888	4649									1061054	16:05:50.178	1491573497344959																91		Fixation	117	839	1749												2076	832	932	850	930	841	931	834	1756	225.69	72.67	230.62	73.18	228.16	72.92	215.33	195.83	529.27	273.07	190.99	528.73					554.29	554.29	2.83	2.71	0	0				
23/09/2017	3.4.4	ontozur_beh_2	New test	tester15	tester15	07/04/2017	2925011	1920 x 1200	I-VT filter	https://www.zlavadna.sk/zlava_197667_nezabudnutelny-splav-dravej-rieky-bela-s-hd-videom-z-raftu (1888x4649)	7	-825	1888	4649									1061220	16:05:50.344	1491573497511551																92		Fixation	83	1314	1762												2086	1292	941	1343	923	1317	932	1310	1757	350.49	70.26	364.45	75.06	357.47	72.66	219.81	196.06	528.64	277.43	190.94	530.03					553.46	553.46	2.81	2.68	0	0				
23/09/2017	3.4.4	ontozur_beh_2	New test	tester15	tester15	07/04/2017	2925011	1920 x 1200	I-VT filter	https://www.zlavadna.sk/zlava_197667_nezabudnutelny-splav-dravej-rieky-bela-s-hd-videom-z-raftu (1888x4649)	7	-825	1888	4649									1061404	16:05:50.527	1491573497694863																93		Fixation	250	1353	1841												2097	1320	1033	1368	1004	1344	1018	1337	1843	358.25	45.24	371.23	53.13	364.74	49.19	224.47	196.19	527.43	282.00	190.62	531.53					552.07	552.07	2.76	2.57	0	0				
23/09/2017	3.4.4	ontozur_beh_2	New test	tester15	tester15	07/04/2017	2925011	1920 x 1200	I-VT filter	https://www.zlavadna.sk/zlava_197667_nezabudnutelny-splav-dravej-rieky-bela-s-hd-videom-z-raftu (1888x4649)	7	-825	1888	4649									1061687	16:05:50.811	1491573497978136																94		Fixation	217	1291	1768												2114	1281	933	1317	934	1299	933	1292	1758	347.69	72.40	357.34	72.31	352.52	72.35	226.54	196.74	527.56	284.00	190.82	532.48					552.26	552.26	2.86	2.72	0	0				
23/09/2017	3.4.4	ontozur_beh_2	New test	tester15	tester15	07/04/2017	2925011	1920 x 1200	I-VT filter	https://www.zlavadna.sk/zlava_197667_nezabudnutelny-splav-dravej-rieky-bela-s-hd-videom-z-raftu (1888x4649)	7	-825	1888	4649									1062004	16:05:51.127	1491573498294799																95		Fixation	67	813	1773												2133	794	942	842	956	818	949	811	1774	215.39	69.91	228.59	66.10	221.99	68.00	225.31	196.68	527.37	282.75	190.85	532.44					552.14	552.14	2.80	2.69	0	0				
23/09/2017	3.4.4	ontozur_beh_2	New test	tester15	tester15	07/04/2017	2925011	1920 x 1200	I-VT filter	https://www.zlavadna.sk/zlava_197667_nezabudnutelny-splav-dravej-rieky-bela-s-hd-videom-z-raftu (1888x4649)	7	-825	1888	4649									1062120	16:05:51.244	1491573498411635																96		Fixation	83	835	1772												2140	832	928	865	950	848	939	841	1764	225.82	73.93	234.85	67.80	230.34	70.86	224.86	196.50	527.31	282.39	190.81	532.09					552.05	552.05	2.76	2.66	0	0				
