ExportDate	StudioVersionRec	StudioProjectName	StudioTestName	ParticipantName	RecordingName	RecordingDate	RecordingDuration	RecordingResolution	FixationFilter	MediaName	MediaPosX (ADCSpx)	MediaPosY (ADCSpx)	MediaWidth	MediaHeight	SegmentName	SegmentStart	SegmentEnd	SegmentDuration	SceneName	SceneSegmentStart	SceneSegmentEnd	SceneSegmentDuration	RecordingTimestamp	LocalTimeStamp	EyeTrackerTimestamp	MouseEventIndex	MouseEvent	MouseEventX (ADCSpx)	MouseEventY (ADCSpx)	MouseEventX (MCSpx)	MouseEventY (MCSpx)	KeyPressEventIndex	KeyPressEvent	StudioEventIndex	StudioEvent	StudioEventData	ExternalEventIndex	ExternalEvent	ExternalEventValue	EventMarkerValue	FixationIndex	SaccadeIndex	GazeEventType	GazeEventDuration	FixationPointX (MCSpx)	FixationPointY (MCSpx)	AOI[menu]Hit	AOI[left header]Hit	AOI[middle header]Hit	AOI[right header]Hit	AOI[Ponuky menu]Hit	AOI[ponuky1]Hit	AOI[ponuky2]Hit	AOI[ponuky3]Hit	AOI[ponuky4]Hit	AOI[footer]Hit	GazePointIndex	GazePointLeftX (ADCSpx)	GazePointLeftY (ADCSpx)	GazePointRightX (ADCSpx)	GazePointRightY (ADCSpx)	GazePointX (ADCSpx)	GazePointY (ADCSpx)	GazePointX (MCSpx)	GazePointY (MCSpx)	GazePointLeftX (ADCSmm)	GazePointLeftY (ADCSmm)	GazePointRightX (ADCSmm)	GazePointRightY (ADCSmm)	StrictAverageGazePointX (ADCSmm)	StrictAverageGazePointY (ADCSmm)	EyePosLeftX (ADCSmm)	EyePosLeftY (ADCSmm)	EyePosLeftZ (ADCSmm)	EyePosRightX (ADCSmm)	EyePosRightY (ADCSmm)	EyePosRightZ (ADCSmm)	CamLeftX	CamLeftY	CamRightX	CamRightY	DistanceLeft	DistanceRight	PupilLeft	PupilRight	ValidityLeft	ValidityRight	IRMarkerCount	IRMarkerID	PupilGlassesRight	
16.6.2017	3.4.4	ontozur_beh_2	New test	tester21	tester21	7.4.2017	2938874	1920 x 1200	I-VT filter	https://www.zlavadna.sk/bratislava (1888x7481)	7	87	1888	7481									1001028	16:04:29.649	1491572011264394																65		Fixation	150	927	89											1098	909	153	957	183	933	168	926	81	247,91	285,66	260,89	277,56	254,40	281,61	213,03	160,96	571,07	279,54	163,40	571,67					583,04	583,04	3,14	3,16	0	0				
16.6.2017	3.4.4	ontozur_beh_2	New test	tester21	tester21	7.4.2017	2938874	1920 x 1200	I-VT filter	https://www.zlavadna.sk/bratislava (1888x7481)	7	87	1888	7481									1001211	16:04:29.832	1491572011447569																66		Fixation	300	731	145											1109	723	216	773	228	748	222	741	135	197,18	268,52	210,70	265,10	203,94	266,81	212,10	160,68	571,24	278,60	163,16	571,37					583,20	583,20	3,11	3,22	0	0				
16.6.2017	3.4.4	ontozur_beh_2	New test	tester21	tester21	7.4.2017	2938874	1920 x 1200	I-VT filter	https://www.zlavadna.sk/bratislava (1888x7481)	7	87	1888	7481									1001544	16:04:30.166	1491572011780869																67		Fixation	117	635	110											1129	617	193	663	206	640	199	633	112	168,19	274,68	180,67	271,26	174,43	272,97	211,51	160,84	571,54	277,97	163,36	571,79					583,59	583,59	3,11	3,29	0	0				
16.6.2017	3.4.4	ontozur_beh_2	New test	tester21	tester21	7.4.2017	2938874	1920 x 1200	I-VT filter	https://www.zlavadna.sk/bratislava (1888x7481)	7	87	1888	7481									1001678	16:04:30.299	1491572011914238																68		Fixation	183	660	120											1137			663	206	663	206	656	119			180,62	271,22						278,17	163,38	571,87						0,00		3,23	4	0				
16.6.2017	3.4.4	ontozur_beh_2	New test	tester21	tester21	7.4.2017	2938874	1920 x 1200	I-VT filter	https://www.zlavadna.sk/bratislava (1888x7481)	7	87	1888	7481									1001896	16:04:30.517	1491572012132394																69		Fixation	222	686	156											1150	681	254	710	230	695	242	688	155	185,55	258,19	193,52	264,60	189,54	261,40	211,98	160,93	571,69	278,52	163,35	571,93					583,71	583,71	2,98	3,10	0	0				
16.6.2017	3.4.4	ontozur_beh_2	New test	tester21	tester21	7.4.2017	2938874	1920 x 1200	I-VT filter	https://www.zlavadna.sk/bratislava (1888x7481)	7	87	1888	7481									1002167	16:04:30.788	1491572012403800																70		Fixation	233	1138	63											1166	1121	132	1166	139	1143	135	1136	48	305,59	291,42	317,80	289,51	311,70	290,47	213,37	161,10	571,55	279,80	163,65	572,54					583,50	583,50	3,07	3,05	0	0				
16.6.2017	3.4.4	ontozur_beh_2	New test	tester21	tester21	7.4.2017	2938874	1920 x 1200	I-VT filter	https://www.zlavadna.sk/bratislava (1888x7481)	7	87	1888	7481									1002434	16:04:31.055	1491572012670472																71		Fixation	233	1170	74											1182	1151	159	1200	163	1175	161	1168	74	313,75	283,95	326,98	282,94	320,36	283,44	213,70	161,13	571,31	280,22	163,54	572,29					583,25	583,25	3,06	3,10	0	0				
16.6.2017	3.4.4	ontozur_beh_2	New test	tester21	tester21	7.4.2017	2938874	1920 x 1200	I-VT filter	https://www.zlavadna.sk/bratislava (1888x7481)	7	87	1888	7481									1002717	16:04:31.338	1491572012953698																72		Fixation	83	1068	90											1199	1058	164	1098	165	1078	164	1071	77	288,48	282,64	299,42	282,22	293,95	282,43	213,59	161,10	571,07	280,15	163,43	571,73					583,02	583,02	2,96	3,10	0	0				
16.6.2017	3.4.4	ontozur_beh_2	New test	tester21	tester21	7.4.2017	2938874	1920 x 1200	I-VT filter	https://www.zlavadna.sk/bratislava (1888x7481)	7	87	1888	7481									1002950	16:04:31.572	1491572013187000																73		Fixation	200	1064	78											1213	1051	161	1092	155	1071	158	1064	71	286,47	283,45	297,62	285,17	292,05	284,31	213,15	161,34	571,49	279,79	163,69	572,12					583,53	583,53	2,93	3,06	0	0				
16.6.2017	3.4.4	ontozur_beh_2	New test	tester21	tester21	7.4.2017	2938874	1920 x 1200	I-VT filter	https://www.zlavadna.sk/bratislava (1888x7481)	7	87	1888	7481									1003200	16:04:31.822	1491572013437048																74		Fixation	217	678	154											1228	656	260	717	239	686	249	679	162	178,94	256,35	195,38	262,25	187,16	259,30	212,62	161,08	571,36	279,12	163,36	571,59					583,38	583,38	2,92	3,13	0	0				
16.6.2017	3.4.4	ontozur_beh_2	New test	tester21	tester21	7.4.2017	2938874	1920 x 1200	I-VT filter	https://www.zlavadna.sk/bratislava (1888x7481)	7	87	1888	7481									1003450	16:04:32.072	1491572013687030																75		Fixation	217	637	182											1243	633	280	658	275	645	277	638	190	172,68	250,86	179,46	252,47	176,07	251,67	212,27	160,89	571,12	278,86	163,21	571,25					583,13	583,13	2,80	2,97	0	0				
16.6.2017	3.4.4	ontozur_beh_2	New test	tester21	tester21	7.4.2017	2938874	1920 x 1200	I-VT filter	https://www.zlavadna.sk/bratislava (1888x7481)	7	87	1888	7481									1003734	16:04:32.355	1491572013970473																76		Fixation	300	1062	77											1260	1074	174	1073	160	1073	167	1066	80	292,75	279,99	292,54	283,70	292,64	281,84	213,29	161,07	571,14	279,82	163,47	571,80					583,11	583,11	2,78	2,92	0	0				
16.6.2017	3.4.4	ontozur_beh_2	New test	tester21	tester21	7.4.2017	2938874	1920 x 1200	I-VT filter	https://www.zlavadna.sk/bratislava (1888x7481)	7	87	1888	7481									1004067	16:04:32.689	1491572014303913																77		Fixation	283	970	81											1280	969	160	984	163	976	161	969	74	264,07	283,81	268,10	282,98	266,09	283,40	213,22	161,03	570,87	279,80	163,45	571,44					582,85	582,85	2,80	2,90	0	0				
16.6.2017	3.4.4	ontozur_beh_2	New test	tester21	tester21	7.4.2017	2938874	1920 x 1200	I-VT filter	https://www.zlavadna.sk/bratislava (1888x7481)	7	87	1888	7481									1004400	16:04:33.022	1491572014637266																78		Fixation	266	653	233											1300	654	326	679	320	666	323	659	236	178,33	238,38	185,10	240,06	181,72	239,22	212,36	160,88	571,14	278,86	163,25	571,36					583,14	583,14	2,94	3,14	0	0				
16.6.2017	3.4.4	ontozur_beh_2	New test	tester21	tester21	7.4.2017	2938874	1920 x 1200	I-VT filter	https://www.zlavadna.sk/bratislava (1888x7481)	7	87	1888	7481									1005102	16:04:33.723	1491572015338437																79		Fixation	802	660	159											1342																			-8,38										4	4				
16.6.2017	3.4.4	ontozur_beh_2	New test	tester21	tester21	7.4.2017	2938874	1920 x 1200	I-VT filter	https://www.zlavadna.sk/bratislava (1888x7481)	7	87	1888	7481									1005921	16:04:34.542	1491572016157605																80		Fixation	417	612	151											1391	586	235	640	251	613	243	606	156	159,80	263,17	174,54	258,83	167,17	261,00	212,05	160,88	571,40	278,60	163,38	571,71					583,41	583,41	3,13	3,29	0	0				
16.6.2017	3.4.4	ontozur_beh_2	New test	tester21	tester21	7.4.2017	2938874	1920 x 1200	I-VT filter	https://www.zlavadna.sk/bratislava (1888x7481)	7	-27	1888	7481									1006387	16:04:35.009	1491572016624298																81		Fixation	200	656	211											1419	628	182	687	198	657	190	650	217	171,30	277,75	187,23	273,38	179,27	275,56	212,35	161,15	571,37	278,90	163,55	571,67					583,44	583,44	3,13	3,32	0	0				
16.6.2017	3.4.4	ontozur_beh_2	New test	tester21	tester21	7.4.2017	2938874	1920 x 1200	I-VT filter	https://www.zlavadna.sk/bratislava (1888x7481)	7	-27	1888	7481									1006604	16:04:35.225	1491572016840985																82		Fixation	100	641	178											1432	629	151	668	170	648	160	641	187	171,35	286,11	182,21	281,05	176,78	283,58	212,41	161,24	571,32	278,91	163,64	571,59					583,42	583,42	3,08	3,21	0	0				
16.6.2017	3.4.4	ontozur_beh_2	New test	tester21	tester21	7.4.2017	2938874	1920 x 1200	I-VT filter	https://www.zlavadna.sk/bratislava (1888x7481)	7	-27	1888	7481									1006721	16:04:35.342	1491572016957653																83		Fixation	67	663	202											1439			679	179	679	179	672	206			185,11	278,53						278,75	163,56	571,41						0,00		3,20	4	0				
16.6.2017	3.4.4	ontozur_beh_2	New test	tester21	tester21	7.4.2017	2938874	1920 x 1200	I-VT filter	https://www.zlavadna.sk/bratislava (1888x7481)	7	-27	1888	7481									1007237	16:04:35.859	1491572017474358																84		Fixation	217	1174	411											1470	1151	406	1209	370	1180	388	1173	415	313,74	216,66	329,57	226,40	321,65	221,53	212,96	160,43	570,58	279,40	163,06	571,51					582,42	582,42	3,05	3,12	0	0				
16.6.2017	3.4.4	ontozur_beh_2	New test	tester21	tester21	7.4.2017	2938874	1920 x 1200	I-VT filter	https://www.zlavadna.sk/bratislava (1888x7481)	7	-27	1888	7481									1007487	16:04:36.109	1491572017724300																85		Fixation	200	1286	307											1485	1270	278	1314	280	1292	279	1285	306	346,19	251,52	358,10	250,88	352,14	251,20	213,21	160,65	570,64	279,64	163,27	571,45					582,51	582,51	3,03	3,12	0	0				
16.6.2017	3.4.4	ontozur_beh_2	New test	tester21	tester21	7.4.2017	2938874	1920 x 1200	I-VT filter	https://www.zlavadna.sk/bratislava (1888x7481)	7	-27	1888	7481									1007721	16:04:36.342	1491572017957764																86		Fixation	133	1064	326											1499	1050	316	1092	315	1071	315	1064	342	286,18	241,21	297,69	241,33	291,94	241,27	212,53	160,58	570,62	279,05	163,21	571,27					582,54	582,54	2,91	3,00	0	0				
16.6.2017	3.4.4	ontozur_beh_2	New test	tester21	tester21	7.4.2017	2938874	1920 x 1200	I-VT filter	https://www.zlavadna.sk/bratislava (1888x7481)	7	-27	1888	7481									1007887	16:04:36.509	1491572018124412																87		Fixation	283	1007	225											1509	986	205	1030	195	1008	200	1001	227	268,82	271,48	280,66	274,11	274,74	272,79	212,49	160,82	570,69	278,96	163,46	571,44					582,68	582,68	2,81	2,94	0	0				
16.6.2017	3.4.4	ontozur_beh_2	New test	tester21	tester21	7.4.2017	2938874	1920 x 1200	I-VT filter	https://www.zlavadna.sk/bratislava (1888x7481)	7	-27	1888	7481									1008204	16:04:36.825	1491572018441011																88		Fixation	283	886	229											1528	888	194	891	208	889	201	882	228	242,16	274,48	243,00	270,54	242,58	272,51	212,34	160,83	570,72	278,83	163,41	571,23					582,72	582,72	2,78	2,83	0	0				
16.6.2017	3.4.4	ontozur_beh_2	New test	tester21	tester21	7.4.2017	2938874	1920 x 1200	I-VT filter	https://www.zlavadna.sk/bratislava (1888x7481)	7	-27	1888	7481									1008521	16:04:37.142	1491572018757615																89		Fixation	183	757	232											1547			775	199	775	199	768	226			211,31	273,05						278,29	163,38	571,22						0,00		2,89	4	0				
16.6.2017	3.4.4	ontozur_beh_2	New test	tester21	tester21	7.4.2017	2938874	1920 x 1200	I-VT filter	https://www.zlavadna.sk/bratislava (1888x7481)	7	-27	1888	7481									1008771	16:04:37.392	1491572019007714																90		Fixation	133	630	224											1562			636	193	636	193	629	220			173,23	274,60						278,25	163,34	571,40						0,00		2,92	4	0				
16.6.2017	3.4.4	ontozur_beh_2	New test	tester21	tester21	7.4.2017	2938874	1920 x 1200	I-VT filter	https://www.zlavadna.sk/bratislava (1888x7481)	7	-27	1888	7481									1008921	16:04:37.542	1491572019157695																91		Fixation	417	588	231											1571	590	204	600	211	595	207	588	234	160,78	271,77	163,56	269,67	162,17	270,72	211,52	160,72	570,97	278,08	163,28	571,27					583,01	583,01	2,82	2,93	0	0				
16.6.2017	3.4.4	ontozur_beh_2	New test	tester21	tester21	7.4.2017	2938874	1920 x 1200	I-VT filter	https://www.zlavadna.sk/bratislava (1888x7481)	7	-27	1888	7481									1009521	16:04:38.142	1491572019757647																92		Fixation	350	553	265											1607	535	234	574	235	554	234	547	261	145,92	263,40	156,50	263,33	151,21	263,37	210,93	161,09	571,67	277,46	163,69	571,90					583,84	583,84	2,91	3,01	0	0				
16.6.2017	3.4.4	ontozur_beh_2	New test	tester21	tester21	7.4.2017	2938874	1920 x 1200	I-VT filter	https://www.zlavadna.sk/bratislava (1888x7481)	7	-27	1888	7481									1009904	16:04:38.525	1491572020141004																93		Fixation	117	450	465											1630	427	426	483	432	455	429	448	456	116,38	211,11	131,67	209,58	124,02	210,35	210,96	160,53	571,43	277,38	163,02	571,44					583,45	583,45	2,97	3,14	0	0				
16.6.2017	3.4.4	ontozur_beh_2	New test	tester21	tester21	7.4.2017	2938874	1920 x 1200	I-VT filter	https://www.zlavadna.sk/bratislava (1888x7481)	7	-27	1888	7481									1010071	16:04:38.692	1491572020307592																94		Fixation	200	451	201											1640	433	173	477	170	455	171	448	198	118,16	280,28	130,02	280,91	124,09	280,59	211,27	161,00	571,36	277,63	163,48	571,42					583,49	583,49	3,00	3,12	0	0				
16.6.2017	3.4.4	ontozur_beh_2	New test	tester21	tester21	7.4.2017	2938874	1920 x 1200	I-VT filter	https://www.zlavadna.sk/bratislava (1888x7481)	7	-27	1888	7481									1010304	16:04:38.925	1491572020540845																95		Fixation	183	401	236											1654	377	188	435	221	406	204	399	231	102,84	276,07	118,59	267,21	110,72	271,64	210,72	160,71	571,32	277,21	163,30	571,33					583,42	583,42	3,02	3,12	0	0				
16.6.2017	3.4.4	ontozur_beh_2	New test	tester21	tester21	7.4.2017	2938874	1920 x 1200	I-VT filter	https://www.zlavadna.sk/bratislava (1888x7481)	7	-27	1888	7481									1010504	16:04:39.125	1491572020740770																96		Fixation	183	468	170											1666	467	124	471	149	469	136	462	163	127,28	293,65	128,40	286,84	127,84	290,24	210,74	160,72	571,04	277,18	163,39	571,31					583,15	583,15	2,97	3,07	0	0				
16.6.2017	3.4.4	ontozur_beh_2	New test	tester21	tester21	7.4.2017	2938874	1920 x 1200	I-VT filter	https://www.zlavadna.sk/bratislava (1888x7481)	7	-27	1888	7481									1010720	16:04:39.342	1491572020957431																97		Fixation	250	548	175											1679			572	174	572	174	565	201			156,05	279,79						277,31	163,47	571,59						0,00		3,11	4	0				
16.6.2017	3.4.4	ontozur_beh_2	New test	tester21	tester21	7.4.2017	2938874	1920 x 1200	I-VT filter	https://www.zlavadna.sk/bratislava (1888x7481)	7	-27	1888	7481									1010987	16:04:39.608	1491572021223973																98		Fixation	151	502	176											1695	491	135	532	171	511	153	504	180	133,97	290,59	144,91	280,64	139,44	285,61	210,61	160,96	571,42	277,14	163,64	571,50					583,59	583,59	3,06	3,16	0	0				
16.6.2017	3.4.4	ontozur_beh_2	New test	tester18	tester18	7.4.2017	2861565	1920 x 1200	I-VT filter	https://www.zlavadna.sk/bratislava (1888x7481)	7	87	1888	7481									1276316	16:10:26.064	1491572895419157																1		Fixation	67	561	137											267			549	193	549	193	542	106			150,35	275,82						262,20	236,20	509,88						0,00		3,52	4	0				
16.6.2017	3.4.4	ontozur_beh_2	New test	tester17	tester17	7.4.2017	2799469	1920 x 1200	I-VT filter	https://www.zlavadna.sk/bratislava (1888x7511)	7	87	1888	7511									1086054	16:08:21.919	1491572391884478																1		Fixation	167	898	24											13	873	120	911	91	892	105	885	18	237,85	294,40	248,30	302,41	243,07	298,41	227,60	233,20	572,21	285,79	228,95	573,21					607,48	607,48	3,88	3,95	0	0				
16.6.2017	3.4.4	ontozur_beh_2	New test	tester17	tester17	7.4.2017	2799469	1920 x 1200	I-VT filter	https://www.zlavadna.sk/bratislava (1888x7511)	7	87	1888	7511									1086420	16:08:22.285	1491572392250613																2		Fixation	233	675	289											35	657	378	698	358	677	368	670	281	179,08	224,01	190,29	229,61	184,68	226,81	223,02	233,21	574,10	281,36	230,21	574,25					609,48	609,48	3,84	3,81	0	0				
16.6.2017	3.4.4	ontozur_beh_2	New test	tester17	tester17	7.4.2017	2799469	1920 x 1200	I-VT filter	https://www.zlavadna.sk/bratislava (1888x7511)	7	87	1888	7511									1086720	16:08:22.585	1491572392550619																3		Fixation	133	651	214											53	635	338	692	284	663	311	656	224	173,12	235,03	188,75	249,64	180,94	242,33	220,21	232,29	570,12	278,70	229,90	569,25					605,65	605,65	3,73	3,84	0	0				
16.6.2017	3.4.4	ontozur_beh_2	New test	tester17	tester17	7.4.2017	2799469	1920 x 1200	I-VT filter	https://www.zlavadna.sk/bratislava (1888x7511)	7	87	1888	7511									1086920	16:08:22.785	1491572392750595																4		Fixation	133	584	223											65	555	343	613	294	584	318	577	231	151,36	233,71	167,15	246,88	159,25	240,30	219,65	231,46	569,15	278,05	228,66	567,41					604,47	604,47	3,67	3,80	0	0				
16.6.2017	3.4.4	ontozur_beh_2	New test	tester17	tester17	7.4.2017	2799469	1920 x 1200	I-VT filter	https://www.zlavadna.sk/bratislava (1888x7511)	7	87	1888	7511									1087253	16:08:23.118	1491572393083928																5		Fixation	100	506	209											85	474	337	555	267	514	302	507	215	129,16	235,16	151,35	254,41	140,25	244,78	220,17	229,19	570,11	278,49	226,21	567,63					604,42	604,42	3,75	3,93	0	0				
16.6.2017	3.4.4	ontozur_beh_2	New test	tester17	tester17	7.4.2017	2799469	1920 x 1200	I-VT filter	https://www.zlavadna.sk/bratislava (1888x7511)	7	87	1888	7511									1087453	16:08:23.318	1491572393283860																6		Fixation	100	810	204											97	792	306	843	281	817	293	810	206	215,79	243,76	229,81	250,41	222,80	247,08	220,07	227,60	569,98	278,35	225,21	567,36					603,68	603,68	3,89	3,91	0	0				
16.6.2017	3.4.4	ontozur_beh_2	New test	tester17	tester17	7.4.2017	2799469	1920 x 1200	I-VT filter	https://www.zlavadna.sk/bratislava (1888x7511)	7	87	1888	7511									1087703	16:08:23.568	1491572393533819																7		Fixation	200	578	222											112	551	322	617	305	584	313	577	226	150,31	239,24	168,19	243,85	159,25	241,55	219,06	226,90	568,62	277,31	224,77	565,94					602,23	602,23	3,80	3,86	0	0				
16.6.2017	3.4.4	ontozur_beh_2	New test	tester17	tester17	7.4.2017	2799469	1920 x 1200	I-VT filter	https://www.zlavadna.sk/bratislava (1888x7511)	7	87	1888	7511									1087970	16:08:23.835	1491572393800616																8		Fixation	133	502	137											128	481	252	533	224	507	238	500	151	131,01	258,37	145,38	266,16	138,20	262,27	216,50	225,93	567,16	274,67	224,16	562,72					600,70	600,70	3,76	3,82	0	0				
16.6.2017	3.4.4	ontozur_beh_2	New test	tester17	tester17	7.4.2017	2799469	1920 x 1200	I-VT filter	https://www.zlavadna.sk/bratislava (1888x7511)	7	87	1888	7511									1088136	16:08:24.001	1491572393967313																9		Fixation	283	431	140											138	381	242	485	184	433	213	426	126	103,72	261,13	132,27	276,85	118,00	268,99	213,66	226,57	567,85	271,69	225,33	561,87					601,80	601,80	3,77	4,00	0	0				
16.6.2017	3.4.4	ontozur_beh_2	New test	tester17	tester17	7.4.2017	2799469	1920 x 1200	I-VT filter	https://www.zlavadna.sk/bratislava (1888x7511)	7	87	1888	7511									1088503	16:08:24.368	1491572394333793																10		Fixation	67	520	153											160	485	253	587	205	536	229	529	142	132,10	258,13	159,99	271,19	146,04	264,66	209,69	230,66	566,67	267,40	229,70	558,08					602,65	602,65	3,84	4,12	0	0				
16.6.2017	3.4.4	ontozur_beh_2	New test	tester17	tester17	7.4.2017	2799469	1920 x 1200	I-VT filter	https://www.zlavadna.sk/bratislava (1888x7511)	7	87	1888	7511									1088586	16:08:24.451	1491572394417104																11		Fixation	167	534	131											165	494	247	592	180	543	213	536	126	134,77	259,77	161,45	278,10	148,11	268,94	209,28	231,01	565,49	266,99	230,22	556,91					601,75	601,75	3,81	4,15	0	0				
16.6.2017	3.4.4	ontozur_beh_2	New test	tester17	tester17	7.4.2017	2799469	1920 x 1200	I-VT filter	https://www.zlavadna.sk/bratislava (1888x7511)	7	87	1888	7511									1088769	16:08:24.634	1491572394600391																12		Fixation	167	510	89											176	466	196	558	141	512	168	505	81	126,96	273,57	152,03	288,62	139,50	281,09	209,43	229,62	565,37	267,13	228,81	556,94					601,07	601,07	3,91	4,19	0	0				
16.6.2017	3.4.4	ontozur_beh_2	New test	tester17	tester17	7.4.2017	2799469	1920 x 1200	I-VT filter	https://www.zlavadna.sk/bratislava (1888x7511)	7	87	1888	7511									1089019	16:08:24.885	1491572394850529																13		Fixation	117	511	68											191	459	186	570	117	514	151	507	64	125,05	276,42	155,37	295,31	140,21	285,87	209,22	228,44	566,62	267,16	228,19	559,28					601,77	601,77	4,03	4,25	0	0				
16.6.2017	3.4.4	ontozur_beh_2	New test	tester17	tester17	7.4.2017	2799469	1920 x 1200	I-VT filter	https://www.zlavadna.sk/bratislava (1888x7511)	7	87	1888	7511									1089303	16:08:25.168	1491572395133877																14		Fixation	117	645	53											208	613	165	672	137	642	151	635	64	167,04	282,00	183,26	289,87	175,15	285,93	209,24	228,91	568,35	267,31	229,63	562,07					603,53	603,53	3,98	3,95	0	0				
16.6.2017	3.4.4	ontozur_beh_2	New test	tester17	tester17	7.4.2017	2799469	1920 x 1200	I-VT filter	https://www.zlavadna.sk/bratislava (1888x7511)	7	87	1888	7511									1089453	16:08:25.318	1491572395283883																15		Fixation	117	551	13											217	541	130	593	25	567	77			147,45	291,59	161,66	320,38	154,56	305,98	210,54	229,55	570,59	268,70	230,47	565,09					605,73	605,73	3,95	4,14	0	0				
16.6.2017	3.4.4	ontozur_beh_2	New test	tester17	tester17	7.4.2017	2799469	1920 x 1200	I-VT filter	https://www.zlavadna.sk/bratislava (1888x7511)	7	87	1888	7511									1089703	16:08:25.568	1491572395533879																16		Fixation	317	605	25											232	585	115	629	96	607	105	600	18	159,39	295,68	171,48	300,88	165,44	298,28	213,05	230,03	572,80	271,33	230,87	568,78					607,74	607,74	3,88	3,82	0	0				
16.6.2017	3.4.4	ontozur_beh_2	New test	tester17	tester17	7.4.2017	2799469	1920 x 1200	I-VT filter	https://www.zlavadna.sk/bratislava (1888x7511)	7	87	1888	7511									1090269	16:08:26.135	1491572396100525																17		Fixation	67	608	27											266	574	115	635	101	604	108	597	21	156,40	295,70	173,14	299,45	164,77	297,58	211,69	228,75	570,24	269,91	230,25	566,93					605,00	605,00	3,93	3,82	0	0				
16.6.2017	3.4.4	ontozur_beh_2	New test	tester17	tester17	7.4.2017	2799469	1920 x 1200	I-VT filter	https://www.zlavadna.sk/bratislava (1888x7511)	7	87	1888	7511									1090570	16:08:26.435	1491572396400660																18		Fixation	100	620	79											284	594	180	668	159	631	169	624	82	161,92	278,00	181,96	283,75	171,94	280,88	209,58	226,48	567,47	267,78	229,77	564,37					601,74	601,74	4,01	3,93	0	0				
16.6.2017	3.4.4	ontozur_beh_2	New test	tester17	tester17	7.4.2017	2799469	1920 x 1200	I-VT filter	https://www.zlavadna.sk/bratislava (1888x7511)	7	87	1888	7511									1090786	16:08:26.651	1491572396617344																19		Fixation	117	615	92											297	582	191	669	152	625	171	618	84	158,58	275,13	182,47	285,56	170,52	280,34	207,47	224,94	566,47	265,59	229,66	563,54					600,42	600,42	4,13	4,00	0	0				
16.6.2017	3.4.4	ontozur_beh_2	New test	tester17	tester17	7.4.2017	2799469	1920 x 1200	I-VT filter	https://www.zlavadna.sk/bratislava (1888x7511)	7	87	1888	7511									1091003	16:08:26.868	1491572396833942																20		Fixation	100	624	143											310	587	240	668	218	627	229	620	142	159,93	261,56	182,19	267,76	171,06	264,66	206,95	224,88	567,39	265,03	229,88	564,31					601,28	601,28	3,99	3,93	0	0				
16.6.2017	3.4.4	ontozur_beh_2	New test	tester17	tester17	7.4.2017	2799469	1920 x 1200	I-VT filter	https://www.zlavadna.sk/bratislava (1888x7511)	7	87	1888	7511									1091169	16:08:27.035	1491572397000617																21		Fixation	233	771	106											320	745	214	820	168	782	191	775	104	203,17	268,79	223,48	281,44	213,32	275,12	207,58	225,00	567,82	265,64	229,96	564,84					601,66	601,66	4,08	4,06	0	0				
16.6.2017	3.4.4	ontozur_beh_2	New test	tester17	tester17	7.4.2017	2799469	1920 x 1200	I-VT filter	https://www.zlavadna.sk/bratislava (1888x7511)	7	87	1888	7511									1091419	16:08:27.285	1491572397250550																22		Fixation	217	758	147											335	735	249	803	206	769	227	762	140	200,44	259,25	218,80	271,00	209,62	265,12	207,53	224,89	567,39	265,65	229,87	564,44					601,23	601,23	3,84	3,88	0	0				
16.6.2017	3.4.4	ontozur_beh_2	New test	tester17	tester17	7.4.2017	2799469	1920 x 1200	I-VT filter	https://www.zlavadna.sk/bratislava (1888x7511)	7	87	1888	7511									1091653	16:08:27.518	1491572397483867																23		Fixation	567	765	174											349	741	297	793	245	767	271	760	184	201,89	246,16	216,07	260,36	208,98	253,26	207,27	224,23	567,17	265,36	229,42	564,46					600,80	600,80	3,82	3,80	0	0				
16.6.2017	3.4.4	ontozur_beh_2	New test	tester17	tester17	7.4.2017	2799469	1920 x 1200	I-VT filter	https://www.zlavadna.sk/bratislava (1888x7511)	7	87	1888	7511									1092319	16:08:28.185	1491572398150677																24		Fixation	267	636	78											389	625	150	661	186	643	168	636	81	170,26	286,28	180,11	276,40	175,19	281,34	209,74	224,13	568,61	267,92	228,63	565,72					601,86	601,86	3,83	3,68	0	0				
16.6.2017	3.4.4	ontozur_beh_2	New test	tester17	tester17	7.4.2017	2799469	1920 x 1200	I-VT filter	https://www.zlavadna.sk/bratislava (1888x7511)	7	87	1888	7511									1092636	16:08:28.501	1491572398467312																25		Fixation	200	588	170											408	558	290	633	263	595	276	588	189	152,20	248,10	172,58	255,43	162,39	251,77	209,80	223,67	567,94	267,94	228,35	565,15					601,07	601,07	3,90	3,89	0	0				
16.6.2017	3.4.4	ontozur_beh_2	New test	tester17	tester17	7.4.2017	2799469	1920 x 1200	I-VT filter	https://www.zlavadna.sk/bratislava (1888x7511)	7	87	1888	7511									1092853	16:08:28.718	1491572398683991																26		Fixation	167	555	150											421	533	250	587	229	560	239	553	152	145,41	259,07	159,91	264,78	152,66	261,92	208,00	223,53	569,44	266,12	228,84	566,17					602,54	602,54	4,00	4,02	0	0				
